site_gaw_id,year,month,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
WLG,2006,8,377.81,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2006,9,379.7,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2006,10,381.2,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2006,11,381.86,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2006,12,383.59,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,1,384.98,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,2,385.75,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,3,387.48,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,4,389.12,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,5,387.54,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,6,385.46,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,7,381.68,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,8,377.76,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,9,380.54,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,10,383.32,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,11,383.65,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2007,12,385.8,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,1,387.66,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,2,388.24,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,3,389.78,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,4,391.06,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,5,389.42,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,6,384.84,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,7,381.34,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,8,381.51,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,9,383.71,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,10,385.48,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,11,386.29,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2008,12,386.77,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,1,387.65,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,2,388.83,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,3,391.04,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,4,393.24,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,5,391.15,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,6,385.79,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,7,383.07,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,8,381.95,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,9,383.96,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,10,387.38,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,11,388.28,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2009,12,388.73,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,1,390.34,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,2,392.16,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,3,393.25,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,4,394.48,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,5,393.1,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,6,388.86,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,7,386.77,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,8,385.9,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,9,387.77,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,10,389.57,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,11,389.54,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2010,12,391.19,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,1,393.23,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,2,394.01,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,3,395.56,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,4,397.28,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,5,396.24,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,6,391.14,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,7,385.92,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,8,386.07,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,9,389.61,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,10,392.45,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,11,393,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2011,12,394.78,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,1,397.9,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,2,398.72,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,3,398.15,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,4,398.33,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,5,397.7,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,6,393.19,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,7,387.88,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,8,387.64,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,9,391.55,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,10,394.79,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,11,396.34,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2012,12,397.61,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,1,397.44,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,2,397.39,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,3,399.63,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,4,403.05,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,5,402.74,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,6,397.61,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,7,393.52,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,8,392.26,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,9,393.31,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,10,395.83,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,11,397.37,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2013,12,398.79,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,1,399,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,2,401.34,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,3,404.93,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,4,404.22,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,5,402.14,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,6,398.39,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,7,393.32,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,8,391.81,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,9,394.93,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,10,398.15,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,11,399.33,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2014,12,400,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,1,401.83,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,2,403.57,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,3,404.31,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,4,405.28,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,5,403.6,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,6,399.04,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,7,396.03,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,8,394.81,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,9,397.89,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,10,401.47,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,11,402.57,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2015,12,404.06,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,1,405.41,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,2,405.85,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,3,407.97,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,4,409.9,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,5,407.87,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,6,402.14,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,7,398.67,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,8,401.05,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,9,403.01,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,10,404.8,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,11,406.95,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2016,12,407.45,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,1,408.33,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,2,409.78,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,3,410.5,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,4,411.95,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,5,411.78,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,6,407.47,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,7,402.54,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,8,401.55,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,9,403.35,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,10,405.5,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,11,408.16,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2017,12,409.82,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,1,410.56,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,2,411.11,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,3,411.99,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,4,414.51,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,5,411.89,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,6,405.59,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,7,404.79,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,8,406.44,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,9,406.63,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,10,409.16,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,11,410.18,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2018,12,410.63,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,1,412.1,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,2,412.61,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,3,413.17,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,4,415.34,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,5,415.06,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,6,408.72,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,7,404.02,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,8,405.16,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,9,408.77,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,10,412.16,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,11,413.94,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2019,12,414.4,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,1,415.09,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,2,415.71,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,3,417.07,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,4,418.8,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,5,418.25,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,6,412.86,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,7,406.69,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,8,406.86,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,9,413.02,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,10,416.64,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,11,416.79,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
WLG,2020,12,416.09,-999.999,-9,36.28749847,100.8963013,-999.999,3810,-999.999,-999.999,-999.999,1,-9,-9,158
